,menu_item,menu_item_price,menu_item_calories,restaurant_address
306,Onion Rings,3.69,360,"2757, Castro Valley, CA, 94546, US"
307,12 Pc. Chicken Fries,8.39,340,"2757, Castro Valley, CA, 94546, US"
308,8 Pc. Chicken Fries,5.69,220,"2757, Castro Valley, CA, 94546, US"
309,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"2757, Castro Valley, CA, 94546, US"
310,4 Pc. Chicken Fries,2.89,110,"2757, Castro Valley, CA, 94546, US"
311,16 Pc. Chicken Nuggets,4.59,770,"2757, Castro Valley, CA, 94546, US"
312,8 Pc. Chicken Nuggets,2.99,390,"2757, Castro Valley, CA, 94546, US"
313,4 Pc. Chicken Nuggets,1.49,190,"2757, Castro Valley, CA, 94546, US"
314,MOTTS Applesauce,1.49,50,"2757, Castro Valley, CA, 94546, US"
315,Tacos,2.0,420,"2757, Castro Valley, CA, 94546, US"
316,Whopper,7.89,670,"15050 E. 14th Street, San Leandro, CA, 94578, US"
317,Impossible™ Whopper,8.89,630,"15050 E. 14th Street, San Leandro, CA, 94578, US"
318,Texas Double Whopper,10.59,"1,090","15050 E. 14th Street, San Leandro, CA, 94578, US"
319,Double Whopper,8.99,920,"15050 E. 14th Street, San Leandro, CA, 94578, US"
320,Triple Whopper ,10.19,"1,170","15050 E. 14th Street, San Leandro, CA, 94578, US"
321,Bacon King,9.19,"1,200","15050 E. 14th Street, San Leandro, CA, 94578, US"
322,BBQ Bacon Whopper Jr.,3.89,390,"15050 E. 14th Street, San Leandro, CA, 94578, US"
323,Whopper Jr.,3.99,330,"15050 E. 14th Street, San Leandro, CA, 94578, US"
324,Bacon Double Cheeseburger,3.99,440,"15050 E. 14th Street, San Leandro, CA, 94578, US"
325,Bacon Cheeseburger,3.19,340,"15050 E. 14th Street, San Leandro, CA, 94578, US"
326,Double Cheeseburger,3.39,400,"15050 E. 14th Street, San Leandro, CA, 94578, US"
327,Cheeseburger,2.59,290,"15050 E. 14th Street, San Leandro, CA, 94578, US"
328,Rodeo Burger,2.59,340,"15050 E. 14th Street, San Leandro, CA, 94578, US"
329,Hamburger,2.19,250,"15050 E. 14th Street, San Leandro, CA, 94578, US"
330,Have-sies™,4.59,380,"15050 E. 14th Street, San Leandro, CA, 94578, US"
331,French Fries,4.59,370,"15050 E. 14th Street, San Leandro, CA, 94578, US"
332,Onion Rings,4.59,360,"15050 E. 14th Street, San Leandro, CA, 94578, US"
333,12 Pc. Chicken Fries,4.99,340,"15050 E. 14th Street, San Leandro, CA, 94578, US"
334,8 Pc. Chicken Fries,4.19,220,"15050 E. 14th Street, San Leandro, CA, 94578, US"
335,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"15050 E. 14th Street, San Leandro, CA, 94578, US"
336,4 Pc. Chicken Fries,1.99,110,"15050 E. 14th Street, San Leandro, CA, 94578, US"
337,16 Pc. Chicken Nuggets,4.98,770,"15050 E. 14th Street, San Leandro, CA, 94578, US"
338,8 Pc. Chicken Nuggets,2.79,390,"15050 E. 14th Street, San Leandro, CA, 94578, US"
339,4 Pc. Chicken Nuggets,1.79,190,"15050 E. 14th Street, San Leandro, CA, 94578, US"
340,MOTTS Applesauce,2.19,50,"15050 E. 14th Street, San Leandro, CA, 94578, US"
341,Tacos,3.09,420,"15050 E. 14th Street, San Leandro, CA, 94578, US"
342,Whopper,7.89,670,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
343,Impossible™ Whopper,8.89,630,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
344,Texas Double Whopper,10.59,"1,090","26251 Hesperian Boulevard, Hayward, CA, 94545, US"
345,Double Whopper,8.99,920,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
346,Triple Whopper ,10.19,"1,170","26251 Hesperian Boulevard, Hayward, CA, 94545, US"
347,Bacon King,9.19,"1,200","26251 Hesperian Boulevard, Hayward, CA, 94545, US"
348,BBQ Bacon Whopper Jr.,3.89,390,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
349,Whopper Jr.,3.99,330,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
350,Bacon Double Cheeseburger,3.99,440,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
351,Bacon Cheeseburger,3.19,340,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
352,Double Cheeseburger,3.39,400,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
353,Cheeseburger,2.59,290,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
354,Rodeo Burger,2.59,340,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
355,Hamburger,2.19,250,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
356,Have-sies™,4.59,380,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
357,French Fries,4.59,370,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
358,Onion Rings,4.59,360,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
359,12 Pc. Chicken Fries,4.99,340,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
360,8 Pc. Chicken Fries,4.19,220,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
361,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
362,4 Pc. Chicken Fries,1.99,110,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
363,16 Pc. Chicken Nuggets,4.98,770,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
364,8 Pc. Chicken Nuggets,2.79,390,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
365,4 Pc. Chicken Nuggets,1.79,190,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
366,MOTTS Applesauce,2.19,50,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
367,Tacos,3.09,420,"26251 Hesperian Boulevard, Hayward, CA, 94545, US"
368,Whopper,7.49,670,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
369,Impossible™ Whopper,7.99,630,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
370,Texas Double Whopper,9.89,"1,090","3399 Port Chicago Hwy, Concord, CA, 94520, US"
371,Double Whopper,8.49,920,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
372,Triple Whopper ,9.49,"1,170","3399 Port Chicago Hwy, Concord, CA, 94520, US"
373,Bacon King,10.39,"1,200","3399 Port Chicago Hwy, Concord, CA, 94520, US"
374,BBQ Bacon Whopper Jr.,5.79,390,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
375,Whopper Jr.,4.19,330,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
376,Bacon Double Cheeseburger,4.59,440,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
377,Bacon Cheeseburger,3.59,340,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
378,Double Cheeseburger,3.79,400,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
379,Cheeseburger,3.29,290,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
380,Rodeo Burger,3.29,340,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
381,Hamburger,2.89,250,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
382,Have-sies™,4.39,380,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
383,French Fries,4.09,370,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
384,Onion Rings,4.09,360,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
385,12 Pc. Chicken Fries,5.79,340,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
386,8 Pc. Chicken Fries,4.99,220,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
387,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
388,4 Pc. Chicken Fries,4.09,110,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
389,16 Pc. Chicken Nuggets,5.99,770,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
390,8 Pc. Chicken Nuggets,2.99,390,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
391,4 Pc. Chicken Nuggets,1.99,190,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
392,MOTTS Applesauce,1.49,50,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
393,Tacos,1.99,420,"3399 Port Chicago Hwy, Concord, CA, 94520, US"
394,Whopper,7.49,670,"4320 Clayton Road, Concord, CA, 94521, US"
395,Impossible™ Whopper,7.99,630,"4320 Clayton Road, Concord, CA, 94521, US"
396,Texas Double Whopper,9.89,"1,090","4320 Clayton Road, Concord, CA, 94521, US"
397,Double Whopper,8.49,920,"4320 Clayton Road, Concord, CA, 94521, US"
398,Triple Whopper ,9.49,"1,170","4320 Clayton Road, Concord, CA, 94521, US"
399,Bacon King,10.39,"1,200","4320 Clayton Road, Concord, CA, 94521, US"
400,BBQ Bacon Whopper Jr.,5.79,390,"4320 Clayton Road, Concord, CA, 94521, US"
401,Whopper Jr.,4.19,330,"4320 Clayton Road, Concord, CA, 94521, US"
402,Bacon Double Cheeseburger,4.59,440,"4320 Clayton Road, Concord, CA, 94521, US"
403,Bacon Cheeseburger,3.59,340,"4320 Clayton Road, Concord, CA, 94521, US"
404,Double Cheeseburger,3.79,400,"4320 Clayton Road, Concord, CA, 94521, US"
405,Cheeseburger,3.29,290,"4320 Clayton Road, Concord, CA, 94521, US"
406,Rodeo Burger,3.29,340,"4320 Clayton Road, Concord, CA, 94521, US"
407,Hamburger,2.89,250,"4320 Clayton Road, Concord, CA, 94521, US"
408,Have-sies™,4.39,380,"4320 Clayton Road, Concord, CA, 94521, US"
409,French Fries,4.09,370,"4320 Clayton Road, Concord, CA, 94521, US"
410,Onion Rings,4.09,360,"4320 Clayton Road, Concord, CA, 94521, US"
411,12 Pc. Chicken Fries,5.79,340,"4320 Clayton Road, Concord, CA, 94521, US"
412,8 Pc. Chicken Fries,4.99,220,"4320 Clayton Road, Concord, CA, 94521, US"
413,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"4320 Clayton Road, Concord, CA, 94521, US"
414,4 Pc. Chicken Fries,4.09,110,"4320 Clayton Road, Concord, CA, 94521, US"
415,16 Pc. Chicken Nuggets,5.99,770,"4320 Clayton Road, Concord, CA, 94521, US"
416,8 Pc. Chicken Nuggets,2.99,390,"4320 Clayton Road, Concord, CA, 94521, US"
417,4 Pc. Chicken Nuggets,1.99,190,"4320 Clayton Road, Concord, CA, 94521, US"
418,MOTTS Applesauce,1.49,50,"4320 Clayton Road, Concord, CA, 94521, US"
419,Tacos,1.99,420,"4320 Clayton Road, Concord, CA, 94521, US"
420,Whopper Meals,13.59,"1,390","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
421,Texas Double Whopper Meals,15.99,"1,810","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
422,Double Whopper Meals,14.59,"1,640","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
423,Impossible Whopper Meals,14.09,"1,350","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
424,Bacon King Meals,16.49,"1,920","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
425,Whopper Jr Meals,10.29,"1,050","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
426,Royal Crispy Chicken Meals,13.19,"1,300","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
427,Spicy Royal Crispy Chicken Meals,13.59,"1,460","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
428,Bacon &amp; Swiss Royal Crispy Chicken Meals,13.99,"1,370","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
429,Original Chicken Sandwich Meals,12.99,"1,380","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
430,Big Fish Meals,10.69,"1,290","5400 Ygnacio Valley Road, Concord, CA, 94521, US"
431,Royal Crispy Chicken,7.49,600,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
432,Fiery Royal Crispy Chicken,7.89,760,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
433,Bacon and Swiss Royal Crispy Chicken,8.29,740,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
434,Original Chicken Sandwich,7.29,680,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
435,8 Pc. Fiery Buffalo Nuggets,2.99,510,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
436,16 Pc. Chicken Nuggets,5.99,770,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
437,8 Pc. Chicken Nuggets,2.99,390,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
438,4 Pc. Chicken Nuggets,1.99,190,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
439,12 Pc. Chicken Fries,5.79,340,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
440,8 Pc. Chicken Fries,4.99,220,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
441,4 Pc. Chicken Fries,4.09,110,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
442,Big Fish,4.99,570,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
443,Chicken Jr.,3.29,440,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
444,Fiery Buffalo Royal Crispy Wrap,3.49,360,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
445,Royal Crispy Wrap,3.49,310,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
446,Fiery Royal Crispy Wrap,3.49,390,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
447,Honey Mustard Royal Crispy Wrap,3.49,290,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
448,Tacos,1.99,420,"5400 Ygnacio Valley Road, Concord, CA, 94521, US"
449,Whopper,7.19,670,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
450,Impossible™ Whopper,8.19,630,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
451,Texas Double Whopper,8.89,"1,090","4610 East King's Canyon Rd., Fresno, CA, 93702, US"
452,Double Whopper,8.19,920,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
453,Triple Whopper ,8.99,"1,170","4610 East King's Canyon Rd., Fresno, CA, 93702, US"
454,Bacon King,8.79,"1,200","4610 East King's Canyon Rd., Fresno, CA, 93702, US"
455,BBQ Bacon Whopper Jr.,3.89,390,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
456,Whopper Jr.,3.89,330,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
457,Bacon Double Cheeseburger,4.19,440,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
458,Bacon Cheeseburger,3.29,340,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
459,Double Cheeseburger,3.29,400,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
460,Cheeseburger,2.49,290,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
461,Rodeo Burger,2.49,340,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
462,Hamburger,1.99,250,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
463,Have-sies™,3.29,380,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
464,French Fries,3.49,370,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
465,Onion Rings,3.49,360,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
466,12 Pc. Chicken Fries,4.99,340,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
467,8 Pc. Chicken Fries,4.19,220,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
468,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
469,4 Pc. Chicken Fries,1.99,110,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
470,16 Pc. Chicken Nuggets,4.98,770,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
471,8 Pc. Chicken Nuggets,2.79,390,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
472,4 Pc. Chicken Nuggets,1.29,190,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
473,MOTTS Applesauce,1.69,50,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
474,Tacos,2.19,420,"4610 East King's Canyon Rd., Fresno, CA, 93702, US"
475,Whopper,7.19,670,"2410 North Cedar, Fresno, CA, 93703, US"
476,Impossible™ Whopper,8.19,630,"2410 North Cedar, Fresno, CA, 93703, US"
477,Texas Double Whopper,8.89,"1,090","2410 North Cedar, Fresno, CA, 93703, US"
478,Double Whopper,8.19,920,"2410 North Cedar, Fresno, CA, 93703, US"
479,Triple Whopper ,8.99,"1,170","2410 North Cedar, Fresno, CA, 93703, US"
480,Bacon King,8.79,"1,200","2410 North Cedar, Fresno, CA, 93703, US"
481,BBQ Bacon Whopper Jr.,3.89,390,"2410 North Cedar, Fresno, CA, 93703, US"
482,Whopper Jr.,3.89,330,"2410 North Cedar, Fresno, CA, 93703, US"
483,Bacon Double Cheeseburger,4.19,440,"2410 North Cedar, Fresno, CA, 93703, US"
484,Bacon Cheeseburger,3.29,340,"2410 North Cedar, Fresno, CA, 93703, US"
485,Double Cheeseburger,3.29,400,"2410 North Cedar, Fresno, CA, 93703, US"
486,Cheeseburger,2.49,290,"2410 North Cedar, Fresno, CA, 93703, US"
487,Rodeo Burger,2.49,340,"2410 North Cedar, Fresno, CA, 93703, US"
488,Hamburger,1.99,250,"2410 North Cedar, Fresno, CA, 93703, US"
489,Have-sies™,3.29,380,"2410 North Cedar, Fresno, CA, 93703, US"
490,French Fries,3.49,370,"2410 North Cedar, Fresno, CA, 93703, US"
491,Onion Rings,3.49,360,"2410 North Cedar, Fresno, CA, 93703, US"
492,12 Pc. Chicken Fries,4.99,340,"2410 North Cedar, Fresno, CA, 93703, US"
493,8 Pc. Chicken Fries,4.19,220,"2410 North Cedar, Fresno, CA, 93703, US"
494,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"2410 North Cedar, Fresno, CA, 93703, US"
495,4 Pc. Chicken Fries,1.99,110,"2410 North Cedar, Fresno, CA, 93703, US"
496,16 Pc. Chicken Nuggets,4.98,770,"2410 North Cedar, Fresno, CA, 93703, US"
497,8 Pc. Chicken Nuggets,2.79,390,"2410 North Cedar, Fresno, CA, 93703, US"
498,4 Pc. Chicken Nuggets,1.29,190,"2410 North Cedar, Fresno, CA, 93703, US"
499,MOTTS Applesauce,1.69,50,"2410 North Cedar, Fresno, CA, 93703, US"
500,Tacos,2.19,420,"2410 North Cedar, Fresno, CA, 93703, US"
501,Whopper,7.39,670,"575 North Clovis Avenue, Fresno, CA, 93727, US"
502,Impossible™ Whopper,7.89,630,"575 North Clovis Avenue, Fresno, CA, 93727, US"
503,Texas Double Whopper,9.79,"1,090","575 North Clovis Avenue, Fresno, CA, 93727, US"
504,Double Whopper,8.39,920,"575 North Clovis Avenue, Fresno, CA, 93727, US"
505,Triple Whopper ,9.39,"1,170","575 North Clovis Avenue, Fresno, CA, 93727, US"
506,Bacon King,10.29,"1,200","575 North Clovis Avenue, Fresno, CA, 93727, US"
507,BBQ Bacon Whopper Jr.,5.69,390,"575 North Clovis Avenue, Fresno, CA, 93727, US"
508,Whopper Jr.,4.09,330,"575 North Clovis Avenue, Fresno, CA, 93727, US"
509,Bacon Double Cheeseburger,4.49,440,"575 North Clovis Avenue, Fresno, CA, 93727, US"
510,Bacon Cheeseburger,3.59,340,"575 North Clovis Avenue, Fresno, CA, 93727, US"
511,Double Cheeseburger,3.79,400,"575 North Clovis Avenue, Fresno, CA, 93727, US"
512,Cheeseburger,3.29,290,"575 North Clovis Avenue, Fresno, CA, 93727, US"
513,Rodeo Burger,3.29,340,"575 North Clovis Avenue, Fresno, CA, 93727, US"
514,Hamburger,2.79,250,"575 North Clovis Avenue, Fresno, CA, 93727, US"
515,Have-sies™,4.39,380,"575 North Clovis Avenue, Fresno, CA, 93727, US"
516,French Fries,4.09,370,"575 North Clovis Avenue, Fresno, CA, 93727, US"
517,Onion Rings,4.09,360,"575 North Clovis Avenue, Fresno, CA, 93727, US"
518,12 Pc. Chicken Fries,5.79,340,"575 North Clovis Avenue, Fresno, CA, 93727, US"
519,8 Pc. Chicken Fries,4.99,220,"575 North Clovis Avenue, Fresno, CA, 93727, US"
520,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"575 North Clovis Avenue, Fresno, CA, 93727, US"
521,4 Pc. Chicken Fries,4.09,110,"575 North Clovis Avenue, Fresno, CA, 93727, US"
522,16 Pc. Chicken Nuggets,5.99,770,"575 North Clovis Avenue, Fresno, CA, 93727, US"
523,8 Pc. Chicken Nuggets,2.99,390,"575 North Clovis Avenue, Fresno, CA, 93727, US"
524,4 Pc. Chicken Nuggets,1.99,190,"575 North Clovis Avenue, Fresno, CA, 93727, US"
525,MOTTS Applesauce,1.49,50,"575 North Clovis Avenue, Fresno, CA, 93727, US"
526,Tacos,1.99,420,"575 North Clovis Avenue, Fresno, CA, 93727, US"
527,Whopper,6.59,670,"3405 Union Ave, Bakersfield, CA, 93305, US"
528,Impossible™ Whopper,7.59,630,"3405 Union Ave, Bakersfield, CA, 93305, US"
529,Texas Double Whopper,8.89,"1,090","3405 Union Ave, Bakersfield, CA, 93305, US"
530,Double Whopper,7.89,920,"3405 Union Ave, Bakersfield, CA, 93305, US"
531,Triple Whopper ,9.19,"1,170","3405 Union Ave, Bakersfield, CA, 93305, US"
532,Bacon King,8.59,"1,200","3405 Union Ave, Bakersfield, CA, 93305, US"
533,BBQ Bacon Whopper Jr.,3.89,390,"3405 Union Ave, Bakersfield, CA, 93305, US"
534,Whopper Jr.,3.89,330,"3405 Union Ave, Bakersfield, CA, 93305, US"
535,Bacon Double Cheeseburger,4.19,440,"3405 Union Ave, Bakersfield, CA, 93305, US"
536,Bacon Cheeseburger,3.29,340,"3405 Union Ave, Bakersfield, CA, 93305, US"
537,Double Cheeseburger,3.29,400,"3405 Union Ave, Bakersfield, CA, 93305, US"
538,Cheeseburger,2.39,290,"3405 Union Ave, Bakersfield, CA, 93305, US"
539,Rodeo Burger,2.39,340,"3405 Union Ave, Bakersfield, CA, 93305, US"
540,Hamburger,1.89,250,"3405 Union Ave, Bakersfield, CA, 93305, US"
541,Have-sies™,3.29,380,"3405 Union Ave, Bakersfield, CA, 93305, US"
542,French Fries,3.69,370,"3405 Union Ave, Bakersfield, CA, 93305, US"
543,Onion Rings,3.69,360,"3405 Union Ave, Bakersfield, CA, 93305, US"
544,12 Pc. Chicken Fries,4.99,340,"3405 Union Ave, Bakersfield, CA, 93305, US"
545,8 Pc. Chicken Fries,4.19,220,"3405 Union Ave, Bakersfield, CA, 93305, US"
546,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"3405 Union Ave, Bakersfield, CA, 93305, US"
547,4 Pc. Chicken Fries,1.99,110,"3405 Union Ave, Bakersfield, CA, 93305, US"
548,16 Pc. Chicken Nuggets,4.98,770,"3405 Union Ave, Bakersfield, CA, 93305, US"
549,8 Pc. Chicken Nuggets,2.79,390,"3405 Union Ave, Bakersfield, CA, 93305, US"
550,4 Pc. Chicken Nuggets,1.29,190,"3405 Union Ave, Bakersfield, CA, 93305, US"
551,MOTTS Applesauce,1.69,50,"3405 Union Ave, Bakersfield, CA, 93305, US"
552,Tacos,2.19,420,"3405 Union Ave, Bakersfield, CA, 93305, US"
553,Whopper Meals,11.69,"1,390","2508 White Lane, Bakersfield, CA, 93304, US"
554,Texas Double Whopper Meals,13.89,"1,810","2508 White Lane, Bakersfield, CA, 93304, US"
555,Double Whopper Meals,12.99,"1,640","2508 White Lane, Bakersfield, CA, 93304, US"
556,Impossible Whopper Meals,12.69,"1,350","2508 White Lane, Bakersfield, CA, 93304, US"
557,Bacon King Meals,13.69,"1,920","2508 White Lane, Bakersfield, CA, 93304, US"
558,Whopper Jr Meals,8.99,"1,050","2508 White Lane, Bakersfield, CA, 93304, US"
559,Royal Crispy Chicken Meals,10.79,"1,300","2508 White Lane, Bakersfield, CA, 93304, US"
560,Spicy Royal Crispy Chicken Meals,11.19,"1,460","2508 White Lane, Bakersfield, CA, 93304, US"
561,Bacon &amp; Swiss Royal Crispy Chicken Meals,11.99,"1,370","2508 White Lane, Bakersfield, CA, 93304, US"
562,Original Chicken Sandwich Meals,10.79,"1,380","2508 White Lane, Bakersfield, CA, 93304, US"
563,Big Fish Meals,11.19,"1,290","2508 White Lane, Bakersfield, CA, 93304, US"
564,Whopper,6.79,670,"2508 White Lane, Bakersfield, CA, 93304, US"
565,Impossible™ Whopper,7.79,630,"2508 White Lane, Bakersfield, CA, 93304, US"
